customer_id,campaign_name,channel,budget,clicks,impressions
30933,,print,unknown,341,many
30934,Black Friday,radio,500,114,many
30935,Spring Sale,print,-999,273,5000
30936,Spring Sale,tv,unknown,24,5000
30937,,print,100,82,many
30938,,print,,658,-1
30939,Black Friday,,1000,55,5000
30940,,,5000,221,-1
30941,Spring Sale,tv,unknown,494,many
30942,Summer Promo,tv,-999,477,5000
30943,Spring Sale,email,-999,318,5000
30944,,email,-999,767,-1
30945,Summer Promo,social,500,459,many
30946,Black Friday,social,1000,983,1000
30947,,print,100,417,many
30948,Black Friday,tv,unknown,141,5000
30949,Summer Promo,print,1000,272,10000
30950,,,,-6,10000
30951,,,,800,-1
30952,Summer Promo,,500,-5,
30953,,print,5000,157,
30954,Spring Sale,email,5000,217,-1
30955,Summer Promo,radio,-999,243,
30956,Black Friday,social,500,189,many
30957,,social,500,782,10000
30958,Black Friday,email,500,541,-1
30959,,,1000,807,many
30960,Summer Promo,print,1000,143,-1
30961,Spring Sale,email,-999,873,10000
30962,Spring Sale,tv,unknown,483,10000
30963,,radio,-999,924,
30964,Summer Promo,tv,100,576,many
30965,,tv,-999,777,many
30966,,,1000,195,-1
30967,,tv,100,801,
30968,Summer Promo,radio,-999,420,10000
30969,Summer Promo,print,-999,269,many
30970,Summer Promo,social,500,767,5000
30971,Spring Sale,tv,5000,569,10000
30972,Black Friday,radio,,262,5000
30973,,tv,5000,265,many
30974,,social,5000,795,-1
30975,Summer Promo,,1000,264,1000
30976,Summer Promo,tv,unknown,289,
30977,Summer Promo,,unknown,454,many
30978,,radio,5000,550,1000
30979,,tv,5000,439,10000
30980,Summer Promo,print,unknown,18,-1
30981,,email,-999,690,5000
30982,Spring Sale,social,500,269,1000
30983,Summer Promo,tv,5000,272,
30984,,radio,-999,74,many
30985,Spring Sale,email,100,815,-1
30986,Spring Sale,print,5000,201,many
30987,Spring Sale,print,1000,579,10000
30988,Black Friday,social,-999,319,-1
30989,Spring Sale,social,500,246,1000
30990,,,unknown,988,10000
30991,Summer Promo,email,100,128,many
30992,Spring Sale,tv,unknown,668,-1
30993,,email,-999,631,
30994,,print,1000,728,many
30995,Summer Promo,,100,779,-1
30996,Black Friday,radio,5000,647,10000
30997,Black Friday,social,,25,1000
30998,Black Friday,social,,18,
30999,,radio,-999,498,1000
31000,,tv,5000,860,-1
31001,,email,unknown,180,10000
31002,,email,unknown,322,10000
31003,Spring Sale,email,unknown,375,10000
31004,Spring Sale,radio,100,84,10000
31005,Summer Promo,tv,100,372,many
31006,,email,unknown,160,5000
31007,,,500,640,-1
31008,Spring Sale,social,-999,171,many
31009,,,5000,824,5000
31010,,radio,100,15,-1
31011,,print,1000,694,5000
31012,Black Friday,email,1000,687,5000
31013,Spring Sale,radio,100,928,1000
31014,Summer Promo,email,500,448,many
31015,,social,unknown,34,5000
31016,,radio,1000,435,many
31017,,,,127,10000
31018,Black Friday,print,1000,753,10000
31019,Black Friday,,100,574,
31020,,email,500,518,10000
31021,Black Friday,radio,5000,824,1000
31022,Summer Promo,,unknown,403,many
31023,,,5000,670,10000
31024,,,,348,many
31025,,radio,-999,-7,many
31026,,print,500,129,
31027,,email,100,801,-1
31028,,social,1000,791,1000
31029,Summer Promo,,unknown,963,5000
31030,,radio,100,892,1000
31031,Black Friday,email,5000,773,5000
31032,,tv,500,677,1000
31033,Black Friday,print,500,669,5000
31034,Black Friday,,5000,745,1000
31035,,email,unknown,121,
31036,Spring Sale,social,5000,182,-1
31037,Spring Sale,email,1000,241,-1
31038,,radio,500,980,
31039,,print,-999,159,1000
31040,,,1000,149,5000
31041,,radio,5000,812,-1
31042,,email,unknown,472,many
31043,,email,-999,37,-1
31044,,print,unknown,320,many
31045,Summer Promo,social,unknown,-9,-1
31046,Summer Promo,print,unknown,982,10000
31047,Spring Sale,radio,,82,many
31048,Black Friday,social,,2,many
31049,,print,1000,409,10000
31050,,radio,-999,184,10000
31051,,social,100,898,5000
31052,Spring Sale,print,100,79,many
31053,Spring Sale,social,5000,465,10000
31054,Black Friday,,-999,971,5000
31055,,,1000,307,
31056,Black Friday,print,500,811,5000
31057,Black Friday,radio,unknown,254,-1
31058,Black Friday,social,100,180,10000
31059,Summer Promo,print,,784,
31060,,,100,694,many
31061,Black Friday,radio,5000,323,many
31062,Summer Promo,print,500,820,1000
31063,Black Friday,email,5000,333,1000
31064,Summer Promo,radio,5000,811,10000
31065,Summer Promo,tv,5000,559,-1
31066,,,,463,10000
31067,,social,100,7,1000
31068,,radio,unknown,753,
31069,Spring Sale,email,500,777,10000
31070,Summer Promo,,unknown,327,5000
31071,Summer Promo,radio,500,359,5000
31072,Summer Promo,radio,,375,
31073,Black Friday,,5000,487,5000
31074,,tv,,17,
31075,Summer Promo,print,100,733,
31076,Spring Sale,print,,847,
31077,Black Friday,social,unknown,815,5000
31078,,email,-999,340,-1
31079,Summer Promo,,1000,858,many
31080,Black Friday,email,5000,41,10000
31081,Spring Sale,social,500,651,many
31082,,print,1000,384,5000
31083,Summer Promo,email,5000,214,1000
31084,Spring Sale,,500,596,10000
31085,Black Friday,email,500,757,-1
31086,Black Friday,radio,100,414,5000
31087,,social,5000,447,10000
31088,,radio,1000,-10,-1
31089,Black Friday,social,unknown,767,
31090,,tv,1000,74,10000
31091,Spring Sale,email,-999,221,10000
31092,,email,5000,169,1000
31093,,print,,107,many
31094,Summer Promo,social,5000,582,5000
31095,Black Friday,tv,1000,488,10000
31096,Spring Sale,email,1000,370,
31097,Black Friday,social,,761,5000
31098,Spring Sale,email,unknown,120,
31099,Summer Promo,,5000,338,
31100,,print,100,714,10000
31101,Summer Promo,,1000,159,-1
31102,Summer Promo,,5000,408,1000
31103,Black Friday,,100,58,10000
31104,Black Friday,social,1000,546,5000
31105,Spring Sale,radio,1000,550,
31106,,print,1000,16,5000
31107,Spring Sale,email,1000,524,5000
31108,,print,1000,900,
31109,,social,unknown,713,5000
31110,Summer Promo,print,1000,430,1000
31111,Black Friday,,,165,many
31112,Black Friday,email,500,719,-1
31113,,print,-999,351,10000
31114,Spring Sale,radio,unknown,67,5000
31115,,,unknown,723,-1
31116,Black Friday,print,5000,181,many
31117,Black Friday,email,,767,10000
31118,Spring Sale,,500,528,5000
31119,,,5000,632,
31120,,tv,unknown,422,-1
31121,Black Friday,,-999,38,5000
31122,Summer Promo,tv,unknown,705,1000
31123,,social,500,918,5000
31124,Spring Sale,social,unknown,850,-1
31125,,tv,1000,380,
31126,Summer Promo,print,-999,51,10000
31127,,,1000,157,5000
31128,,print,,987,many
31129,,email,5000,973,
31130,Spring Sale,tv,500,123,-1
31131,Black Friday,tv,-999,657,-1
31132,Black Friday,social,-999,90,1000
31133,Spring Sale,tv,1000,663,1000
31134,Summer Promo,tv,500,433,1000
31135,Black Friday,radio,,368,many
31136,Spring Sale,radio,100,957,
31137,Black Friday,email,500,430,5000
31138,Black Friday,tv,unknown,43,-1
31139,Summer Promo,email,500,695,-1
31140,Spring Sale,email,-999,885,-1
31141,Summer Promo,social,500,385,many
31142,,print,100,621,5000
31143,,email,unknown,231,many
31144,Summer Promo,radio,unknown,409,many
31145,,,5000,230,1000
31146,Spring Sale,,,817,1000
31147,,tv,1000,200,-1
31148,Black Friday,social,100,757,1000
31149,,tv,5000,134,10000
31150,Spring Sale,radio,1000,562,
31151,,social,5000,607,-1
31152,Black Friday,print,1000,866,many
31153,Summer Promo,social,5000,501,-1
31154,Black Friday,social,500,197,1000
31155,Summer Promo,social,500,84,-1
31156,,tv,100,220,10000
31157,Spring Sale,email,,765,many
31158,Black Friday,social,-999,524,
31159,,email,500,746,-1
31160,Summer Promo,social,unknown,605,5000
31161,Spring Sale,print,unknown,785,
31162,Black Friday,,5000,656,10000
31163,Summer Promo,tv,,75,-1
31164,,social,-999,578,10000
31165,,email,-999,871,5000
31166,Black Friday,,100,46,-1
31167,Spring Sale,social,unknown,533,-1
31168,Black Friday,print,1000,507,-1
31169,Black Friday,tv,1000,925,
31170,Spring Sale,radio,-999,859,many
31171,,tv,-999,353,5000
31172,,social,5000,473,many
31173,,,5000,799,many
31174,,radio,-999,730,5000
31175,,,1000,172,10000
31176,Black Friday,radio,unknown,856,
31177,Spring Sale,tv,500,94,
31178,Summer Promo,email,100,574,1000
31179,Spring Sale,social,5000,885,10000
31180,Spring Sale,email,500,772,
31181,,tv,100,682,10000
31182,Black Friday,email,unknown,892,10000
31183,,tv,unknown,634,
31184,Summer Promo,email,100,39,10000
31185,,radio,-999,426,1000
31186,Spring Sale,email,100,395,1000
31187,,print,500,415,many
31188,,email,5000,216,5000
31189,Spring Sale,print,1000,491,5000
31190,Black Friday,,100,313,-1
31191,,tv,100,694,1000
31192,,,1000,118,1000
31193,Spring Sale,,500,235,-1
31194,Black Friday,tv,500,267,-1
31195,Black Friday,email,5000,234,-1
31196,Summer Promo,social,-999,613,1000
31197,,print,100,984,1000
31198,Spring Sale,tv,,745,-1
31199,Summer Promo,radio,1000,95,5000
31200,Black Friday,print,unknown,815,5000
31201,Spring Sale,,100,644,5000
31202,Black Friday,tv,,231,-1
31203,,social,5000,199,many
31204,Summer Promo,print,,99,5000
31205,,tv,1000,275,
31206,,radio,-999,319,-1
31207,Summer Promo,social,,31,-1
31208,Black Friday,radio,-999,27,-1
31209,Spring Sale,print,500,11,10000
31210,Black Friday,,-999,610,many
31211,Black Friday,social,5000,391,10000
31212,Summer Promo,,unknown,81,5000
31213,Spring Sale,tv,,677,
31214,,radio,-999,428,10000
31215,Black Friday,email,unknown,34,
31216,Black Friday,tv,,473,10000
31217,Spring Sale,tv,100,694,
31218,,radio,100,167,10000
31219,Spring Sale,email,500,892,5000
31220,Summer Promo,print,5000,18,-1
31221,Black Friday,tv,1000,481,1000
31222,Spring Sale,,5000,530,
31223,,social,-999,406,-1
31224,,tv,unknown,739,1000
31225,,email,unknown,975,5000
31226,Black Friday,email,100,847,-1
31227,,print,unknown,336,1000
31228,Summer Promo,email,,800,5000
31229,,radio,1000,125,many
31230,,radio,-999,995,
31231,,tv,unknown,501,many
31232,,email,unknown,46,-1
31233,Summer Promo,social,500,438,10000
31234,Spring Sale,radio,5000,301,many
31235,,,,726,1000
31236,Spring Sale,,,253,many
31237,Summer Promo,email,500,139,10000
31238,,email,500,756,5000
31239,Black Friday,social,100,153,5000
31240,,print,-999,675,10000
31241,,tv,1000,560,many
31242,,social,,961,-1
31243,Black Friday,social,5000,112,10000
31244,Summer Promo,tv,unknown,59,many
31245,,social,unknown,787,
31246,Black Friday,email,500,663,10000
31247,,social,-999,377,1000
31248,,email,500,966,
31249,Spring Sale,social,-999,355,5000
31250,Summer Promo,print,100,109,1000
31251,Black Friday,tv,1000,694,10000
31252,Summer Promo,radio,unknown,704,10000
31253,Black Friday,tv,500,69,10000
31254,Spring Sale,email,,8,many
31255,,tv,unknown,416,10000
31256,Spring Sale,tv,5000,883,-1
31257,Spring Sale,email,500,725,many
31258,Spring Sale,,-999,585,1000
31259,Summer Promo,,5000,150,1000
31260,,social,unknown,314,10000
31261,,print,,504,1000
31262,Summer Promo,print,,75,many
31263,,,unknown,362,1000
31264,,print,1000,348,5000
31265,,print,5000,677,-1
31266,Black Friday,tv,100,987,1000
31267,,print,100,880,many
31268,Spring Sale,,-999,750,1000
31269,Spring Sale,print,5000,460,many
31270,Spring Sale,,100,406,
31271,Summer Promo,social,5000,917,
31272,,,-999,275,
31273,,radio,500,811,1000
31274,,tv,500,907,1000
31275,,,500,918,5000
31276,,tv,500,922,10000
31277,Summer Promo,,,39,5000
31278,Black Friday,email,100,44,10000
31279,,social,500,758,
31280,Summer Promo,,1000,137,
31281,Summer Promo,radio,unknown,140,
31282,Spring Sale,email,,234,5000
31283,Summer Promo,,5000,429,5000
31284,Summer Promo,tv,100,597,5000
31285,Black Friday,social,,748,many
31286,Black Friday,,5000,908,many
31287,Black Friday,email,500,384,
31288,Summer Promo,email,-999,599,5000
31289,,email,,954,5000
31290,Spring Sale,print,,381,5000
31291,Summer Promo,,,469,
31292,Summer Promo,,-999,722,1000
31293,,tv,unknown,94,5000
31294,Spring Sale,social,unknown,360,
31295,Spring Sale,tv,-999,694,1000
31296,Black Friday,radio,5000,517,5000
31297,Summer Promo,radio,1000,792,5000
31298,Spring Sale,tv,100,426,1000
31299,Summer Promo,tv,5000,443,10000
31300,Black Friday,tv,,219,-1
31301,,,-999,415,1000
31302,Spring Sale,email,1000,158,many
31303,,radio,unknown,38,10000
31304,,tv,-999,448,10000
31305,Black Friday,email,unknown,624,-1
31306,Black Friday,social,100,527,
31307,Spring Sale,social,100,966,-1
31308,,tv,unknown,352,1000
31309,,radio,-999,319,5000
31310,Black Friday,tv,-999,139,10000
31311,Spring Sale,tv,100,252,many
31312,,email,,338,1000
31313,Spring Sale,print,-999,843,1000
31314,Spring Sale,email,500,-8,
31315,Summer Promo,print,1000,101,10000
31316,,social,1000,82,
31317,Summer Promo,,,660,-1
31318,,tv,,885,
31319,Spring Sale,radio,100,444,10000
31320,,,unknown,349,many
31321,Spring Sale,print,unknown,370,10000
31322,Spring Sale,tv,500,631,5000
31323,Summer Promo,tv,1000,221,many
31324,Spring Sale,,100,437,
31325,Black Friday,social,500,420,-1
31326,Summer Promo,,,551,many
31327,,print,,169,5000
31328,Summer Promo,radio,5000,218,
31329,,print,unknown,954,many
31330,,,unknown,42,-1
31331,Summer Promo,,500,493,many
31332,Spring Sale,radio,-999,431,10000
31333,Spring Sale,email,unknown,676,-1
31334,Summer Promo,tv,-999,47,10000
31335,Summer Promo,radio,-999,140,5000
31336,Black Friday,email,100,532,5000
31337,Spring Sale,print,unknown,742,1000
31338,Spring Sale,tv,,419,1000
31339,,print,500,557,1000
31340,,email,1000,278,-1
31341,Summer Promo,,1000,303,
31342,Summer Promo,print,1000,986,1000
31343,Black Friday,print,5000,158,10000
31344,Summer Promo,,-999,568,many
31345,Black Friday,radio,-999,201,5000
31346,Black Friday,,1000,955,1000
31347,Summer Promo,tv,100,69,1000
31348,Black Friday,print,100,482,1000
31349,,print,unknown,54,1000
31350,Black Friday,email,500,216,-1
31351,,print,5000,655,
31352,Summer Promo,email,5000,24,1000
31353,Black Friday,radio,500,356,many
31354,Summer Promo,print,,896,5000
31355,Black Friday,,,779,many
31356,Summer Promo,radio,5000,655,-1
31357,Summer Promo,social,-999,933,1000
31358,,tv,unknown,340,
31359,Black Friday,social,-999,99,many
31360,,tv,unknown,901,-1
31361,,tv,-999,663,
31362,Black Friday,print,unknown,573,many
31363,Black Friday,,1000,763,5000
31364,,email,1000,226,5000
31365,Black Friday,email,,259,1000
31366,Spring Sale,social,500,78,
31367,Spring Sale,social,,210,5000
31368,,email,500,949,-1
31369,,print,-999,142,1000
31370,Spring Sale,email,1000,258,
31371,,print,1000,455,10000
31372,,,-999,554,-1
31373,Summer Promo,radio,500,315,
31374,Spring Sale,,unknown,872,-1
31375,,tv,,822,1000
31376,Spring Sale,email,,511,-1
31377,Summer Promo,email,100,267,-1
31378,Spring Sale,tv,100,555,5000
31379,Summer Promo,print,1000,555,5000
31380,,tv,-999,340,
31381,Black Friday,tv,unknown,338,-1
31382,Black Friday,email,100,760,1000
31383,,radio,500,708,5000
31384,Black Friday,tv,500,102,
31385,Black Friday,print,500,746,5000
31386,Black Friday,print,,41,
31387,Black Friday,,5000,634,-1
31388,,,-999,189,
31389,Black Friday,email,500,2,-1
31390,Summer Promo,print,5000,318,5000
31391,Spring Sale,email,-999,348,10000
31392,Spring Sale,print,,559,-1
31393,,email,unknown,935,
31394,Spring Sale,,,353,-1
31395,,email,100,38,many
31396,,email,unknown,928,-1
31397,Black Friday,social,unknown,802,1000
31398,,radio,-999,731,many
31399,,radio,500,942,-1
31400,Black Friday,radio,500,181,-1
31401,Black Friday,social,500,501,many
31402,Summer Promo,social,-999,801,many
31403,Summer Promo,print,-999,91,1000
31404,,print,unknown,465,many
31405,,,,615,-1
31406,,email,5000,177,-1
31407,Spring Sale,tv,1000,554,many
31408,,radio,unknown,400,5000
31409,,social,,877,
31410,Spring Sale,radio,100,602,5000
31411,,tv,100,405,1000
31412,Spring Sale,,1000,404,1000
31413,,social,5000,26,10000
31414,Spring Sale,email,,180,many
31415,,tv,1000,467,-1
31416,,print,,799,-1
31417,Black Friday,social,100,740,1000
31418,,tv,-999,648,5000
31419,Spring Sale,,,192,10000
31420,Spring Sale,tv,500,533,
31421,Black Friday,email,-999,151,5000
31422,,radio,,613,
31423,,print,1000,904,
31424,,social,5000,960,
31425,,tv,5000,32,10000
31426,,email,unknown,973,5000
31427,Spring Sale,print,,552,10000
31428,Summer Promo,,5000,924,-1
31429,Spring Sale,email,,936,many
31430,,radio,,782,1000
31431,Summer Promo,tv,100,210,-1
31432,Black Friday,tv,100,362,10000
31433,Black Friday,tv,5000,937,10000
31434,Black Friday,print,1000,705,
31435,,social,-999,108,-1
31436,Summer Promo,tv,5000,733,-1
31437,,,-999,285,5000
31438,Summer Promo,,100,283,10000
31439,,email,5000,236,1000
31440,Spring Sale,social,5000,1,-1
31441,,print,,335,1000
31442,,radio,1000,108,many
31443,Black Friday,email,1000,798,5000
31444,,tv,unknown,403,
31445,Summer Promo,print,500,107,many
31446,Spring Sale,social,5000,338,-1
31447,Black Friday,email,500,57,1000
31448,,,500,634,10000
31449,,radio,1000,108,1000
31450,Black Friday,email,,48,
31451,,email,1000,48,10000
31452,Summer Promo,email,1000,997,1000
31453,Spring Sale,social,unknown,746,-1
31454,,social,5000,555,1000
31455,,tv,500,916,1000
31456,Spring Sale,radio,,384,
31457,,social,500,1,10000
31458,Summer Promo,print,1000,991,
31459,,,1000,886,-1
31460,Spring Sale,email,1000,174,many
31461,Spring Sale,email,,737,-1
31462,Summer Promo,social,5000,287,many
31463,Black Friday,tv,unknown,607,1000
31464,Black Friday,social,5000,919,-1
31465,Black Friday,print,,740,5000
31466,Spring Sale,email,,689,5000
31467,,email,unknown,784,-1
31468,,print,-999,637,many
31469,Summer Promo,email,1000,98,1000
31470,Summer Promo,email,1000,150,5000
31471,Spring Sale,print,unknown,821,
31472,,tv,5000,246,10000
31473,Black Friday,tv,5000,548,5000
31474,,tv,100,924,
31475,Summer Promo,print,,562,many
31476,Spring Sale,tv,-999,490,many
31477,,social,unknown,451,many
31478,Summer Promo,print,1000,52,
31479,Spring Sale,social,5000,471,1000
31480,Black Friday,social,100,825,-1
31481,Spring Sale,social,1000,524,
31482,,,100,614,10000
31483,Spring Sale,email,100,332,
31484,Summer Promo,,unknown,180,-1
31485,Summer Promo,social,500,104,
31486,Summer Promo,social,5000,745,
31487,Black Friday,radio,-999,467,10000
31488,,,5000,339,many
31489,,tv,500,30,many
31490,,social,1000,681,10000
31491,,radio,1000,27,1000
31492,,email,5000,501,5000
31493,Spring Sale,tv,500,815,-1
31494,,tv,1000,915,-1
31495,Black Friday,,-999,64,-1
31496,Summer Promo,social,unknown,672,many
31497,Black Friday,,100,810,10000
31498,,tv,5000,42,1000
31499,,tv,unknown,284,many
31500,Summer Promo,radio,500,165,
31501,Summer Promo,,5000,545,1000
31502,Black Friday,radio,1000,681,
31503,Summer Promo,print,500,432,1000
31504,Spring Sale,email,unknown,740,1000
31505,Black Friday,email,5000,849,many
31506,Black Friday,print,unknown,940,many
31507,Black Friday,,unknown,793,10000
31508,,tv,,475,10000
31509,,print,500,952,-1
31510,Summer Promo,social,unknown,901,10000
31511,,,1000,748,5000
31512,Spring Sale,radio,1000,295,5000
31513,Black Friday,,unknown,574,10000
31514,Spring Sale,social,,244,
31515,Black Friday,radio,100,612,10000
31516,,radio,500,524,10000
31517,,print,1000,651,5000
31518,Black Friday,print,unknown,358,many
31519,,print,100,685,-1
31520,,tv,-999,752,
31521,,radio,unknown,927,many
31522,,social,1000,978,many
31523,Summer Promo,print,1000,189,many
31524,,print,1000,257,10000
31525,,print,100,302,10000
31526,Spring Sale,radio,1000,505,
31527,,social,500,236,-1
31528,,print,100,955,many
31529,,email,unknown,338,1000
31530,Black Friday,social,,927,
31531,,tv,,436,1000
31532,Spring Sale,radio,1000,749,
31533,Summer Promo,social,5000,128,
31534,Spring Sale,email,-999,462,many
31535,,,,423,10000
31536,Summer Promo,email,500,17,-1
31537,Black Friday,email,100,702,
31538,Summer Promo,email,-999,682,1000
31539,Spring Sale,,500,890,10000
31540,,email,1000,692,many
31541,Black Friday,,,140,
31542,,print,1000,96,10000
31543,Spring Sale,email,1000,362,
31544,,radio,100,454,-1
31545,,,unknown,0,10000
31546,,social,5000,523,
31547,Black Friday,print,-999,713,
31548,Summer Promo,social,1000,515,-1
31549,Black Friday,tv,-999,510,1000
31550,Summer Promo,radio,5000,642,
31551,,radio,5000,963,1000
31552,,tv,5000,672,many
31553,Spring Sale,print,unknown,836,1000
31554,Black Friday,print,,499,10000
31555,Black Friday,email,,293,10000
31556,Black Friday,email,unknown,911,
31557,Summer Promo,social,-999,556,1000
31558,Black Friday,print,unknown,232,10000
31559,Black Friday,,,790,10000
31560,,email,,976,many
31561,Spring Sale,tv,5000,656,1000
31562,Black Friday,tv,1000,868,1000
31563,,email,,699,1000
31564,,tv,unknown,169,1000
31565,Summer Promo,social,unknown,401,
31566,Black Friday,social,unknown,921,many
31567,Black Friday,social,5000,37,1000
31568,Summer Promo,tv,unknown,838,
31569,,social,5000,138,10000
31570,Black Friday,social,500,572,1000
31571,Summer Promo,social,1000,64,-1
31572,,,5000,9,1000
31573,Spring Sale,radio,100,544,many
31574,Spring Sale,tv,unknown,240,1000
31575,,email,,191,
31576,Summer Promo,,100,323,5000
31577,Summer Promo,print,,541,10000
31578,Summer Promo,social,-999,880,many
31579,,social,,510,-1
31580,,email,1000,121,10000
31581,,email,1000,181,many
31582,,print,100,872,10000
31583,Black Friday,,500,13,
31584,Black Friday,email,unknown,78,-1
31585,Black Friday,social,unknown,97,
31586,Summer Promo,social,5000,588,1000
31587,Black Friday,,unknown,636,
31588,Black Friday,social,,259,1000
31589,Spring Sale,tv,100,824,
31590,,email,100,345,10000
31591,Summer Promo,,unknown,503,-1
31592,,email,5000,133,many
31593,,radio,100,328,-1
31594,Black Friday,email,500,540,many
31595,Spring Sale,email,-999,877,1000
31596,Spring Sale,tv,500,398,many
31597,,print,unknown,334,-1
31598,Spring Sale,print,1000,767,10000
31599,,print,500,569,1000
31600,,email,100,105,5000
31601,,social,,90,many
31602,,email,-999,-4,5000
31603,,social,100,854,1000
31604,Summer Promo,tv,5000,169,10000
31605,Spring Sale,tv,5000,499,-1
31606,Spring Sale,print,1000,231,5000
31607,Black Friday,radio,1000,757,many
31608,Spring Sale,radio,-999,790,-1
31609,,radio,500,328,1000
31610,Black Friday,radio,1000,71,many
31611,Summer Promo,social,500,488,5000
31612,Black Friday,radio,500,344,
31613,Black Friday,radio,5000,66,10000
31614,,print,-999,155,5000
31615,,print,1000,249,1000
31616,,tv,100,639,
31617,Spring Sale,,1000,350,-1
31618,Black Friday,,5000,479,10000
31619,Spring Sale,radio,-999,715,5000
31620,Black Friday,,100,538,
31621,,email,,869,1000
31622,,radio,100,357,1000
31623,,print,100,720,1000
31624,Summer Promo,radio,500,586,many
31625,,tv,1000,150,5000
31626,,email,,607,1000
31627,,social,,631,1000
31628,Summer Promo,social,,493,-1
31629,,tv,unknown,552,many
31630,Spring Sale,,-999,255,1000
31631,Spring Sale,print,100,259,many
31632,Black Friday,,,638,10000
31633,Black Friday,social,unknown,809,5000
31634,,radio,-999,688,-1
31635,,social,-999,931,-1
31636,Spring Sale,radio,100,277,
31637,Summer Promo,,5000,95,10000
31638,,email,5000,795,5000
31639,Black Friday,tv,-999,936,5000
31640,Spring Sale,print,5000,940,1000
31641,,,5000,675,1000
31642,Summer Promo,social,500,378,-1
31643,,radio,-999,738,-1
31644,Spring Sale,social,unknown,290,many
31645,Black Friday,tv,1000,919,5000
31646,Spring Sale,,5000,815,5000
31647,Spring Sale,email,100,990,-1
31648,,social,1000,858,-1
31649,Black Friday,,5000,260,1000
31650,Spring Sale,tv,unknown,466,many
31651,Spring Sale,social,500,876,10000
31652,,email,1000,105,-1
31653,Black Friday,radio,1000,958,1000
31654,Spring Sale,email,500,243,many
31655,,tv,500,765,1000
31656,Black Friday,email,100,150,many
31657,Black Friday,email,1000,232,
31658,,tv,500,744,5000
31659,Spring Sale,social,-999,630,1000
31660,,tv,,898,
31661,Spring Sale,,5000,839,1000
31662,,email,100,494,many
31663,Spring Sale,radio,1000,777,1000
31664,,print,unknown,898,-1
31665,Black Friday,print,5000,899,
31666,Black Friday,tv,unknown,714,5000
31667,Spring Sale,social,100,567,5000
31668,,social,unknown,968,5000
31669,Summer Promo,,unknown,760,1000
31670,Spring Sale,radio,,418,10000
31671,,,100,558,
31672,,email,5000,258,1000
31673,Summer Promo,tv,-999,336,1000
31674,,social,100,422,-1
31675,Spring Sale,email,1000,323,10000
31676,,,500,727,-1
31677,,,unknown,996,many
31678,Spring Sale,print,,530,-1
31679,,social,5000,115,-1
31680,Summer Promo,,100,244,many
31681,,email,500,603,10000
31682,Black Friday,radio,100,334,
31683,Summer Promo,,500,970,5000
31684,,radio,-999,244,
31685,,radio,,924,10000
31686,Black Friday,radio,1000,533,1000
31687,Black Friday,print,unknown,221,1000
31688,Black Friday,tv,500,949,5000
31689,Spring Sale,social,unknown,332,many
31690,Spring Sale,print,1000,189,5000
31691,Black Friday,email,1000,36,
31692,Summer Promo,email,,554,1000
31693,,tv,500,867,many
31694,Summer Promo,social,500,916,1000
31695,Summer Promo,,unknown,470,10000
31696,,,,419,-1
31697,,radio,-999,138,many
31698,Black Friday,print,1000,207,many
31699,Black Friday,email,1000,658,-1
31700,Spring Sale,,100,760,-1
31701,,social,1000,948,10000
31702,,tv,,919,10000
31703,Summer Promo,radio,-999,553,-1
31704,,,1000,568,many
31705,Black Friday,social,,571,10000
31706,,social,-999,532,many
31707,,print,100,379,-1
31708,Summer Promo,social,1000,479,5000
31709,Summer Promo,social,,323,-1
31710,,social,unknown,601,-1
31711,,email,unknown,84,
31712,,social,-999,662,1000
31713,Spring Sale,radio,100,606,5000
31714,,tv,unknown,619,many
31715,Spring Sale,social,unknown,135,1000
31716,Spring Sale,email,-999,457,10000
31717,,social,-999,228,10000
31718,Spring Sale,,unknown,548,many
31719,,social,unknown,437,10000
31720,Black Friday,print,1000,437,
31721,,social,5000,489,1000
31722,,email,5000,946,many
31723,,print,100,432,1000
31724,Summer Promo,radio,5000,342,many
31725,Spring Sale,print,500,574,10000
31726,Spring Sale,email,500,478,10000
31727,Summer Promo,email,,145,many
31728,Spring Sale,email,,687,10000
31729,Spring Sale,print,5000,952,10000
31730,,email,1000,346,many
31731,Summer Promo,email,500,104,
31732,,print,unknown,98,-1
31733,,email,1000,405,-1
31734,Spring Sale,print,500,985,many
31735,Black Friday,,1000,-8,10000
31736,,radio,500,438,many
31737,Summer Promo,,100,604,-1
31738,,social,1000,422,10000
31739,Spring Sale,email,100,319,1000
31740,,tv,100,396,many
31741,Summer Promo,radio,500,793,
31742,Spring Sale,social,-999,265,many
31743,,,unknown,717,
31744,Spring Sale,social,1000,835,many
31745,,radio,5000,349,5000
31746,Summer Promo,print,1000,975,
31747,Spring Sale,social,500,753,5000
31748,Summer Promo,print,unknown,552,5000
31749,Black Friday,print,unknown,93,
31750,,print,unknown,982,
31751,Summer Promo,,unknown,108,1000
31752,,print,100,672,10000
31753,,tv,1000,363,1000
31754,,print,unknown,153,1000
31755,,print,5000,125,1000
31756,,email,,156,10000
31757,,social,500,844,10000
31758,,print,-999,205,10000
31759,,tv,500,653,1000
31760,,,100,556,1000
31761,,,,858,10000
31762,Spring Sale,email,500,978,5000
31763,Black Friday,,500,603,
31764,,tv,500,849,many
31765,Black Friday,tv,5000,92,5000
31766,,radio,-999,520,many
31767,Summer Promo,,-999,266,
31768,Summer Promo,,1000,146,5000
